mult,f,E_log_growth,ruin_prob,median_TW,p10_TW,p1_TW,med_maxDD,p90_maxDD
0.25,0.025000000000000022,0.002187923331773825,0.0,1548.9614380011622,987.5687949935424,695.8772056758086,0.22802633203148848,0.3507700623251817
0.5,0.050000000000000044,0.0037526078187898673,0.0,2118.104455089581,860.5104121781563,427.0672546360377,0.4168067580602358,0.5998083247364596
1.0,0.10000000000000009,0.005008366846356839,0.0,2722.8343256837684,447.3728615561439,109.80406177296449,0.6986560685869434,0.8735255047903682
